cif,a,b,c,alpha,beta,gamma,sg,cs
1008455,8.7485,8.7485,11.9863,90.0,90.0,90.0,136,3
1008458,8.68,8.68,12.525,90.0,90.0,120.0,166,4
1008459,8.482,8.482,12.395,90.0,90.0,120.0,166,4
1008461,13.966,5.582,15.256,90.0,90.0,90.0,62,2
1008462,13.466,7.529,8.177,90.0,90.5,90.0,14,1
1008463,13.4,7.456,8.289,90.0,90.2,90.0,14,1
1008464,14.169,5.671,15.479,90.0,90.0,90.0,62,2
1008465,9.787,7.395,6.168,90.0,90.0,90.0,63,2
1008466,14.58,4.75,13.02,90.0,90.0,90.0,62,2
1008467,15.161,4.813,13.168,90.0,90.0,90.0,62,2
1008468,4.204,4.204,26.728,90.0,90.0,120.0,160,4
1008469,4.227,4.227,26.878,90.0,90.0,120.0,160,4
1008470,4.35,4.35,13.141,90.0,90.0,120.0,186,5
1008477,3.834,3.834,12.5874,90.0,90.0,90.0,139,3
1008478,10.265,10.265,10.265,90.0,90.0,90.0,197,6
1008488,6.538,3.793,4.082,90.0,90.0,90.0,47,2
1008489,5.444,5.495,19.49,90.0,90.0,90.0,65,2
1008491,10.287,10.287,10.287,90.0,90.0,90.0,227,6
1008498,9.317,9.72,6.685,90.0,91.95,90.0,15,1
1008499,10.203,10.203,6.611,90.0,90.0,90.0,141,3
1008501,10.191,10.191,6.609,90.0,90.0,90.0,141,3
1008509,15.07,8.74,8.724,90.0,125.1,90.0,15,1
1008510,8.275,8.275,20.47,90.0,90.0,120.0,167,4
1008516,6.03,6.03,3.5325,90.0,90.0,120.0,189,5
1008517,11.9867,11.9867,3.5875,90.0,90.0,120.0,189,5
1008518,4.102,4.102,12.816,90.0,90.0,120.0,186,5
1008520,13.292,7.028,6.548,90.0,90.0,90.0,72,2
1008521,13.974,7.454,6.942,90.0,90.0,90.0,72,2
1008522,14.127,7.462,6.196,90.0,90.0,90.0,72,2
1008523,14.425,7.571,6.42,90.0,90.0,90.0,72,2
1008524,14.657,7.733,6.953,90.0,90.0,90.0,72,2
1008527,5.736,4.892,5.748,90.0,108.07,90.0,14,1
1008529,8.775,8.775,12.641,90.0,90.0,120.0,166,4
1008532,9.688,8.002,8.339,90.0,90.0,90.0,63,2
1008534,7.6827,7.6827,7.6827,90.0,90.0,90.0,221,6
1008537,4.874,4.874,8.515,90.0,90.0,120.0,194,5
1008538,6.835,6.835,6.835,90.0,90.0,90.0,225,6
1008543,8.7449,8.7449,21.819,90.0,90.0,120.0,167,4
1008544,4.02,4.02,10.548,90.0,90.0,90.0,139,3
1008546,3.998,3.998,10.51,90.0,90.0,90.0,139,3
1008548,8.659,8.659,4.793,90.0,90.0,90.0,139,3
1008550,8.6398,8.6398,4.8437,90.0,90.0,90.0,139,3
1008557,8.727,8.727,12.687,90.0,90.0,120.0,166,4
1008559,8.75,8.75,12.626,90.0,90.0,120.0,166,4
1008562,3.8413,3.8413,3.8413,90.0,90.0,90.0,221,6
1008568,5.336,5.336,8.7,90.0,90.0,120.0,194,5
1008569,5.336,5.336,8.697,90.0,90.0,120.0,194,5
1008574,13.784,6.631,10.537,90.0,103.66,90.0,15,1
1008577,8.9018,8.9018,22.2021,90.0,90.0,120.0,167,4
1008579,8.597,8.597,12.489,90.0,90.0,120.0,166,4
1008590,6.1557,6.1557,6.1557,90.0,90.0,90.0,225,6
1008591,6.1118,6.1118,6.1118,90.0,90.0,90.0,225,6
1008592,6.0773,6.0773,6.0773,90.0,90.0,90.0,225,6
1008593,6.0377,6.0377,6.0377,90.0,90.0,90.0,225,6
1008598,6.2165,6.2165,12.326,90.0,90.0,90.0,139,3
1008599,6.2364,6.2364,12.424,90.0,90.0,90.0,139,3
1008600,8.802,8.802,12.737,90.0,90.0,120.0,166,4
1008602,8.7116,8.7116,12.624,90.0,90.0,120.0,166,4
1008603,8.682,8.682,12.56,90.0,90.0,120.0,166,4
1008605,8.751,8.751,12.643,90.0,90.0,120.0,166,4
1008607,12.7853,12.7853,12.7853,90.0,90.0,90.0,225,6
1008608,12.799,12.799,12.799,90.0,90.0,90.0,225,6
1008609,12.84,12.84,12.84,90.0,90.0,90.0,225,6
1008610,5.9454,5.9454,5.9454,90.0,90.0,90.0,225,6
1008611,5.9465,5.9465,5.9465,90.0,90.0,90.0,225,6
1008612,5.9528,5.9528,5.9528,90.0,90.0,90.0,225,6
1008613,5.957,5.957,5.957,90.0,90.0,90.0,225,6
1008614,5.9581,5.9581,5.9581,90.0,90.0,90.0,225,6
1008615,5.9644,5.9644,5.9644,90.0,90.0,90.0,225,6
1008616,5.9687,5.9687,5.9687,90.0,90.0,90.0,225,6
1008617,8.383,8.383,8.383,90.0,90.0,90.0,227,6
1008618,5.9381,5.9381,5.9381,90.0,90.0,90.0,225,6
1008619,5.9391,5.9391,5.9391,90.0,90.0,90.0,225,6
1008620,5.9224,5.9224,5.9224,90.0,90.0,90.0,225,6
1008621,5.9142,5.9142,5.9142,90.0,90.0,90.0,225,6
1008622,5.8885,5.8885,5.8885,90.0,90.0,90.0,225,6
1008623,5.8895,5.8895,5.8895,90.0,90.0,90.0,225,6
1008624,6.0548,6.0548,6.0548,90.0,90.0,90.0,225,6
1008626,6.0445,6.0445,6.0445,90.0,90.0,90.0,225,6
1008627,6.0423,6.0423,6.0423,90.0,90.0,90.0,225,6
1008628,12.376,12.376,12.376,90.0,90.0,90.0,230,6
1008629,6.627,6.627,6.627,90.0,90.0,90.0,221,6
1008630,6.643,6.643,6.643,90.0,90.0,90.0,221,6
1008641,8.5325,8.5325,12.4554,90.0,90.0,120.0,166,4
1008642,8.276,8.276,4.82,90.0,90.0,90.0,127,3
1008644,5.55548,7.84868,5.55349,90.0,90.0,90.0,62,2
1008646,5.5936,7.75951,5.5649,90.0,90.0,90.125,14,1
1008652,5.399,5.399,8.828,90.0,90.0,120.0,194,5
1008653,5.4616,5.4616,8.8959,90.0,90.0,120.0,194,5
1008654,5.3935,5.3935,8.791,90.0,90.0,120.0,194,5
1008655,5.3915,5.3915,8.78,90.0,90.0,120.0,194,5
1008656,5.371,5.371,8.729,90.0,90.0,120.0,194,5
1008659,3.873,3.873,12.7323,90.0,90.0,90.0,139,3
1008661,5.4994,5.4994,25.78409,90.0,90.0,90.0,142,3
1008664,7.251,7.251,6.356,90.0,90.0,90.0,141,3
1008673,7.436,7.436,7.436,90.0,90.0,90.0,227,6
1008677,5.3204,5.3796,23.71399,90.0,90.0,90.0,66,2
1008685,7.68,7.68,7.68,90.0,90.0,90.0,227,6
1008686,7.754,7.754,7.754,90.0,90.0,90.0,227,6
1008687,7.6551,7.6551,7.6551,90.0,90.0,90.0,227,6
1008688,7.6605,7.6605,7.6605,90.0,90.0,90.0,227,6
1008689,9.838,9.838,6.377,90.0,90.0,90.0,141,3
1008692,5.937,5.937,5.937,90.0,90.0,90.0,225,6
1008696,3.8468,3.8747,11.7466,90.0,90.0,90.0,47,2
1008697,14.3574,5.3247,5.02,90.0,90.0,90.0,60,2
1008698,9.042,9.042,9.042,90.0,90.0,90.0,227,6
1008699,9.112,9.112,9.112,90.0,90.0,90.0,227,6
1008700,9.154,9.154,9.154,90.0,90.0,90.0,227,6
1008701,10.3516,8.2069,6.9674,90.0,90.0,90.0,15,1
1008707,12.7784,12.7784,12.7784,90.0,90.0,90.0,227,6
1008708,12.7795,12.7795,12.7795,90.0,90.0,90.0,227,6
1008717,7.666,7.666,7.666,90.0,90.0,90.0,227,6
1008718,8.805,8.805,12.206,90.0,90.0,90.0,136,3
1008721,8.906,8.906,12.327,90.0,90.0,90.0,136,3
1008725,5.092,6.741,4.527,90.0,90.0,90.0,62,2
1008729,9.568,9.568,4.909,90.0,90.0,90.0,125,3
1008730,5.686,9.676,8.844,90.0,92.35,90.0,14,1
1008735,4.204,4.204,26.726,90.0,90.0,120.0,166,4
1008738,3.4329,3.4329,12.965,90.0,90.0,120.0,194,5
1008739,3.4362,3.4362,12.9635,90.0,90.0,120.0,194,5
1008740,3.4369,3.4369,12.958,90.0,90.0,120.0,194,5
1008741,3.4461,3.4461,12.581,90.0,90.0,120.0,194,5
1008745,14.418,5.76,5.099,90.0,90.0,90.0,60,2
1008746,11.94,11.94,11.94,90.0,90.0,90.0,230,6
1008748,4.513,4.513,7.355,90.0,90.0,120.0,194,5
1008750,4.401,9.421,2.845,90.0,90.0,90.0,62,2
1008751,7.16,7.16,7.36,90.0,90.0,120.0,185,5
1008752,5.7732,5.7732,10.0542,90.0,90.0,120.0,186,5
1008756,4.858,4.292,2.955,90.0,90.0,90.0,31,2
1008765,8.6548,8.6548,21.82179,90.0,90.0,120.0,167,4
1008766,4.6188,9.9528,3.0236,90.0,90.0,90.0,62,2
1008775,5.576,5.576,4.692,90.0,90.0,90.0,113,3
1008777,5.64,14.68,5.39,90.0,90.0,90.0,62,2
1008782,3.27,3.27,5.956,90.0,90.0,120.0,164,4
1008783,3.268,3.268,5.939,90.0,90.0,120.0,164,4
1008788,7.436,7.436,7.436,90.0,90.0,90.0,204,6
1008789,5.984,5.984,14.559,90.0,90.0,120.0,194,5
1008790,4.8042,5.4825,5.0313,90.0,90.0,90.0,60,2
1008794,5.466,5.466,13.982,90.0,90.0,120.0,148,4
1008795,7.989,7.989,7.989,90.0,90.0,90.0,225,6
1008796,11.4,11.4,11.4,90.0,90.0,90.0,225,6
1008797,11.882,11.882,3.599,90.0,90.0,120.0,189,5
1008798,8.5,8.5,4.777,90.0,90.0,90.0,139,3
1008799,5.368,5.368,8.797,90.0,90.0,120.0,194,5
1008800,5.343,5.343,8.747,90.0,90.0,120.0,194,5
1008801,5.343,5.343,8.75,90.0,90.0,120.0,194,5
1008806,5.1147,8.8258,9.6627,73.323,86.173,86.33,2,0
1008826,5.69,5.69,3.458,90.0,90.0,120.0,189,5
1008827,9.3938,9.3938,6.9013,90.0,90.0,120.0,176,5
1008828,7.1486,11.163,10.145,90.0,90.0,90.0,60,2
1008829,8.8978,13.7057,7.5532,90.0,115.867,90.0,12,1
1008830,5.911,10.214,4.734,90.0,90.0,90.99,14,1
1008831,12.676,12.676,5.601,90.0,90.0,90.0,86,3
1008832,5.5065,5.5065,19.659,90.0,90.0,90.0,136,3
1008835,9.2,12.2,2.99,90.0,90.0,90.0,55,2
1008838,8.75,9.4,5.07,90.0,90.0,90.0,33,2
1008842,3.756,3.756,6.234,90.0,90.0,90.0,129,3
1008844,4.112,4.112,29.495,90.0,90.0,120.0,160,4
1008847,6.572,11.851,10.253,90.0,100.33,90.0,14,1
1008852,13.531,7.544,8.298,90.0,90.2,90.0,14,1
1008853,5.797,5.797,27.724,90.0,90.0,120.0,166,4
1008858,5.501,5.501,11.367,90.0,90.0,120.0,166,4
1008860,9.782,9.782,6.298,90.0,90.0,120.0,150,4
1008867,6.6097,10.4023,6.3371,90.0,90.0,90.0,44,2
1008869,14.807,14.807,6.597,90.0,90.0,120.0,148,4
1008871,3.84,3.84,3.84,90.0,90.0,90.0,225,6
1008872,13.716,7.642,8.527,90.0,90.3,90.0,14,1
1008874,12.055,12.055,3.636,90.0,90.0,120.0,189,5
1008875,8.776,8.776,12.661,90.0,90.0,120.0,166,4
1008876,10.98,10.98,13.089,90.0,90.0,120.0,166,4
1008877,7.815,7.815,7.815,91.2,91.2,91.2,166,4
1008878,5.73,5.73,19.21599,90.0,90.0,120.0,194,5
1008879,5.377,5.377,18.771,90.0,90.0,120.0,194,5
1008880,5.636,5.636,18.71599,90.0,90.0,120.0,194,5
1008884,8.275,8.275,12.0643,90.0,90.0,120.0,166,4
1008887,5.09843,5.09843,8.08066,90.0,90.0,120.0,191,5
1008888,5.016,5.016,8.038,90.0,90.0,120.0,191,5
1008891,8.605,8.605,12.563,90.0,90.0,120.0,166,4
1008892,8.54,8.54,12.522,90.0,90.0,120.0,166,4
1008893,8.485,8.485,12.463,90.0,90.0,120.0,166,4
1008894,15.9634,7.8502,10.8664,90.0,97.931,90.0,15,1
1008895,8.566,8.566,4.802,90.0,90.0,90.0,139,3
1008898,7.9976,7.9976,7.9976,90.0,90.0,90.0,225,6
1008900,5.6447,5.6447,5.6447,59.923,59.923,59.923,148,4
1008904,5.11,10.3,6.15,90.0,90.0,90.0,31,2
1008905,4.19,4.19,4.19,90.0,90.0,90.0,221,6
1008906,4.17,4.17,4.17,90.0,90.0,90.0,221,6
1008908,12.7853,12.7853,12.7853,90.0,90.0,90.0,225,6
1008912,4.6213,4.6213,8.8864,90.0,90.0,90.0,136,3
1008914,12.097,12.097,12.097,90.0,90.0,90.0,219,6
1008915,6.042,6.042,11.37,90.0,90.0,120.0,185,5
1008916,6.528,4.217,6.435,90.0,115.94,90.0,3,1
1008917,15.966,7.501,4.858,90.0,90.0,90.0,72,2
1008918,6.76,6.76,6.76,90.0,90.0,90.0,225,6
1008919,6.416,6.416,3.553,90.0,90.0,120.0,189,5
1008920,6.9,6.9,6.9,90.0,90.0,90.0,225,6
1008921,6.299,3.607,11.731,90.0,91.87,90.0,12,1
1008922,12.664,7.374,11.979,90.0,91.25,90.0,12,1
1008923,3.68,3.68,10.52,90.0,90.0,120.0,194,5
1008928,9.79,9.79,9.79,90.0,90.0,90.0,206,6
1008932,6.9423,6.9423,6.064,90.0,90.0,90.0,141,3
1008934,3.939,3.939,19.98,90.0,90.0,120.0,166,4
1008935,4.486,4.537,3.138,90.0,90.0,90.0,58,2
1008936,4.546,6.959,11.976,90.0,90.0,90.0,62,2
1008937,4.537,6.892,11.913,90.0,90.0,90.0,62,2
1008939,3.846,3.846,12.594,90.0,90.0,90.0,139,3
1008941,6.12,6.185,6.21,90.0,118.8,90.0,14,1
1008942,6.215,6.17,6.3,90.0,119.22,90.0,14,1
1008943,5.3174,5.3174,13.02,90.0,90.0,90.0,123,3
1008947,8.646,8.646,11.864,90.0,90.0,90.0,136,3
1008953,17.02899,5.7415,7.631,90.0,111.221,90.0,12,1
1008956,4.148,4.148,4.148,90.0,90.0,90.0,225,6
1008957,4.139,4.139,4.139,90.0,90.0,90.0,225,6
1008958,4.1465,4.1465,4.1465,90.0,90.0,90.0,225,6
1008960,3.8245,3.8245,6.2818,90.0,90.0,90.0,129,3
1008962,11.746,11.746,11.746,90.0,90.0,90.0,227,6
1008963,5.74,5.74,10.96,90.0,90.0,90.0,121,3
1008964,6.54,6.54,3.631,90.0,90.0,120.0,189,5
1008966,9.9,9.9,9.9,90.0,90.0,90.0,227,6
1008968,5.881,5.881,5.881,90.0,90.0,90.0,225,6
1008969,5.832,5.832,5.832,90.0,90.0,90.0,225,6
1008970,5.777,5.777,5.777,90.0,90.0,90.0,225,6
1008971,5.803,5.803,5.803,90.0,90.0,90.0,225,6
1008973,7.322,10.825,6.738,90.0,90.0,90.0,62,2
1008974,5.7114,5.7114,5.7114,90.0,90.0,90.0,225,6
1008975,6.24,6.24,6.24,90.0,90.0,90.0,225,6
1008976,5.901,5.901,5.901,90.0,90.0,90.0,225,6
1008977,5.918,3.746,7.029,90.0,90.0,90.0,62,2
1008978,6.102,6.102,3.654,90.0,90.0,120.0,189,5
1008979,6.51,6.51,3.685,90.0,90.0,120.0,189,5
1008980,6.384,6.384,3.718,90.0,90.0,120.0,189,5
1008981,5.789,3.76,6.474,90.0,90.0,90.0,62,2
1008982,5.745,3.699,6.406,90.0,90.0,90.0,62,2
1008983,5.735,3.659,6.355,90.0,90.0,90.0,62,2
1008984,5.769,5.769,5.769,90.0,90.0,90.0,225,6
1008986,6.482,6.482,3.714,90.0,90.0,120.0,189,5
1008987,6.5155,6.5155,3.614,90.0,90.0,120.0,189,5
1008988,3.722,3.722,6.483,90.0,90.0,90.0,129,3
1008989,3.565,3.565,6.161,90.0,90.0,90.0,129,3
1008990,3.93,3.93,8.137,90.0,90.0,90.0,129,3
1008991,6.334,3.816,7.388,90.0,90.0,90.0,62,2
1008992,5.824,5.824,5.824,90.0,90.0,90.0,225,6
1008994,8.744,8.744,12.072,90.0,90.0,90.0,136,3
1008996,8.7495,8.7495,11.9508,90.0,90.0,90.0,136,3
1008997,8.758,8.758,12.005,90.0,90.0,90.0,136,3
1008999,5.221,6.631,4.408,90.0,90.0,90.0,62,2
1009000,4.994,4.994,11.3871,90.0,90.0,120.0,152,4
1009012,4.428,4.779,9.078,90.0,90.0,90.0,69,2
1009013,10.6056,10.6056,10.6056,90.0,90.0,90.0,206,6
1009016,10.5392,10.5392,10.5392,90.0,90.0,90.0,206,6
1009019,7.01,12.142,4.526,90.0,90.0,90.0,62,2
1009020,5.45,5.45,4.45,90.0,90.0,120.0,194,5
1009021,5.5,5.5,4.5,90.0,90.0,120.0,194,5
1009022,12.321,12.321,12.321,90.0,90.0,90.0,230,6
1009023,12.8059,12.8059,12.8059,90.0,90.0,90.0,230,6
1009024,12.2489,12.2489,12.2489,90.0,90.0,90.0,230,6
1009029,5.67,5.67,6.81,90.0,90.0,90.0,140,3
1009030,7.02,5.44,5.24,90.0,90.1,90.0,7,1
1009031,3.03,3.03,5.33,90.0,90.0,90.0,131,3
1009032,4.1132,4.1132,4.1132,90.0,90.0,90.0,221,6
1009035,5.46,5.46,10.64,90.0,90.0,90.0,140,3
1009040,3.913,3.913,3.913,90.0,90.0,90.0,221,6
1009041,16.27899,16.27899,16.27899,90.0,90.0,90.0,227,6
1009042,6.105,6.105,6.105,90.0,90.0,90.0,225,6
1009043,5.968,5.968,11.74,90.0,90.0,120.0,190,5
1009044,3.886,3.886,3.886,90.0,90.0,90.0,221,6
1009045,3.979,3.979,3.979,90.0,90.0,90.0,221,6
1009046,3.972,3.972,3.972,90.0,90.0,90.0,221,6
1009048,3.938,3.938,3.938,90.0,90.0,90.0,221,6
1009050,4.06,4.06,4.06,90.0,90.0,90.0,221,6
1009051,3.902,3.902,3.902,90.0,90.0,90.0,221,6
1009052,4.268,4.268,4.268,90.0,90.0,90.0,221,6
1009053,4.112,4.112,4.112,90.0,90.0,90.0,221,6
1009054,4.113,4.113,4.113,90.0,90.0,90.0,221,6
1009055,5.185,5.185,4.316,90.0,90.0,90.0,140,3
1009056,5.745,5.745,5.622,90.0,90.0,120.0,186,5
1009057,7.17,5.56,5.32,90.0,90.1,90.0,7,1
1009060,14.816,14.816,14.816,90.0,90.0,90.0,227,6
1009067,6.8943,7.7529,14.7644,90.0,90.0,90.0,62,2
1009068,3.624,3.624,8.36,90.0,90.0,90.0,129,3
1009069,5.437,5.437,4.332,90.0,90.0,120.0,191,5
1009070,5.31,5.31,4.249,90.0,90.0,120.0,191,5
1009071,5.819,3.691,6.853,90.0,90.0,90.0,62,2
1009073,4.937,4.432,2.994,90.0,90.0,90.0,31,2
1009074,3.898,3.898,3.898,90.0,90.0,90.0,221,6
1009075,3.819,3.819,22.96399,90.0,90.0,90.0,139,3
1010001,5.46,5.46,12.89,90.0,90.0,90.0,88,3
1010004,5.83,8.14,7.48,90.0,67.07,90.0,14,1
1010005,7.58,7.58,7.95,90.0,90.0,90.0,136,3
1010008,8.18,8.29,3.96,90.0,90.0,90.0,65,2
1010010,8.55,8.55,4.13,90.0,90.0,90.0,65,2
1010014,10.02,10.02,6.35,90.0,90.0,120.0,150,4
1010015,7.22,7.22,7.22,111.48,111.48,111.48,167,4
1010016,5.3222,5.3222,11.93,90.0,90.0,90.0,88,3
1010019,9.2,11.42,4.3,90.0,90.0,90.0,62,2
1010020,4.05,4.05,4.9,90.0,90.0,90.0,129,3
1010021,3.98,3.98,5.15,90.0,90.0,90.0,129,3
1010022,3.97,3.97,28.59,90.0,90.0,120.0,166,4
1010023,5.91,9.23,7.2,90.0,90.0,90.0,63,2
1010024,10.316,10.316,10.316,90.0,90.0,90.0,205,6
1010025,9.51,5.65,6.42,90.0,90.0,90.0,14,1
1010028,10.302,10.302,4.34,90.0,90.0,90.0,127,3
1010030,5.078,5.078,4.223,90.0,90.0,90.0,121,3
1010031,3.734,3.734,3.734,90.0,90.0,90.0,221,6
1010032,4.555,4.555,4.555,90.0,90.0,90.0,223,6
1010033,4.422,4.422,6.351,90.0,90.0,120.0,180,5
1010034,4.62,4.62,4.62,90.0,90.0,90.0,198,6
1010035,4.548,4.548,4.548,90.0,90.0,90.0,198,6
1010036,4.438,4.438,4.438,90.0,90.0,90.0,198,6
1010037,7.07,7.07,7.135,90.0,90.0,120.0,165,4
1010038,3.992,3.992,6.091,90.0,90.0,90.0,129,3
1010041,4.13,4.13,5.472,90.0,90.0,120.0,194,5
1010042,4.92,4.92,4.92,90.0,90.0,90.0,225,6
1010043,6.12,6.12,6.12,90.0,90.0,90.0,215,6
1010045,5.962,5.962,5.962,90.0,90.0,90.0,225,6
1010046,6.585,6.585,6.585,90.0,90.0,90.0,225,6
1010048,6.855,6.855,6.855,90.0,90.0,90.0,225,6
1010049,5.85,12.67,8.5,90.0,90.0,90.0,14,1
1010050,5.85,12.67,8.5,90.0,90.0,90.0,14,1
1010051,11.986,11.986,11.986,90.0,90.0,90.0,205,6
1010052,11.6,11.6,11.6,90.0,90.0,90.0,225,6
1010053,11.63,11.63,11.63,90.0,90.0,90.0,225,6
1010054,3.715,3.715,18.3,90.0,90.0,120.0,166,4
1010056,3.895,3.895,19.63,90.0,90.0,120.0,166,4
1010058,6.74,6.74,6.74,90.0,90.0,90.0,198,6
1010059,5.72,5.72,5.72,90.0,90.0,90.0,205,6
1010061,11.89,11.89,11.89,90.0,90.0,90.0,205,6
1010062,4.59,4.59,6.78,90.0,90.0,120.0,164,4
1010063,4.357,4.357,12.36,90.0,90.0,90.0,137,3
1010064,4.61,4.61,4.61,90.0,90.0,90.0,225,6
1010068,8.56,8.56,6.12,90.0,90.0,90.0,138,3
1010072,10.46,10.46,10.46,90.0,90.0,90.0,225,6
1010076,5.82,5.82,5.82,90.0,90.0,90.0,216,6
1010077,9.96,9.96,9.96,90.0,90.0,90.0,225,6
1010079,12.54,12.54,12.54,90.0,90.0,90.0,227,6
1010080,12.84,12.84,12.84,90.0,90.0,90.0,227,6
1010081,12.76,12.76,12.76,90.0,90.0,90.0,227,6
1010085,9.1,9.1,9.1,90.0,90.0,90.0,216,6
1010086,8.4,8.4,8.4,90.0,90.0,90.0,216,6
1010087,9.1,9.1,9.1,90.0,90.0,90.0,216,6
1010088,5.481,5.481,5.481,38.72,38.72,38.72,166,4
1010090,6.07,6.07,7.03,90.0,90.0,90.0,140,3
1010093,4.1684,4.1684,4.1684,90.0,90.0,90.0,225,6
1010094,9.07,5.6,7.23,90.0,90.0,90.0,62,2
1010097,6.417,6.417,6.417,90.0,90.0,90.0,205,6
1010099,9.365,9.365,9.365,90.0,90.0,90.0,225,6
1010100,8.951,8.951,8.951,90.0,90.0,90.0,225,6
1010101,5.62,5.62,4.65,90.0,90.0,120.0,164,4
1010105,11.0457,11.0457,11.0457,90.0,90.0,90.0,227,6
1010106,8.02,8.02,10.75,90.0,90.0,90.0,120,3
1010107,8.26,8.26,8.26,90.0,90.0,90.0,227,6
1010108,8.81,8.81,8.81,90.0,90.0,90.0,227,6
1010109,8.5,8.5,8.5,90.0,90.0,90.0,227,6
1010111,7.48,7.48,7.48,90.0,90.0,90.0,198,6
1010112,10.24,10.24,10.24,90.0,90.0,90.0,227,6
1010113,3.78,3.78,6.77,90.0,90.0,90.0,139,3
1010114,3.55,3.55,6.55,90.0,90.0,90.0,139,3
1010116,5.44,5.44,5.44,90.0,90.0,90.0,225,6
1010117,5.82,5.82,5.82,90.0,90.0,90.0,216,6
1010118,5.77,5.77,5.77,90.0,90.0,90.0,221,6
1010119,5.66,5.66,5.66,90.0,90.0,90.0,221,6
1010120,5.6,5.6,5.6,90.0,90.0,90.0,221,6
1010122,5.33,5.33,5.33,90.0,90.0,90.0,221,6
1010124,6.1,6.1,6.1,90.0,90.0,90.0,224,6
1010125,5.81,5.81,5.81,90.0,90.0,90.0,224,6
1010126,5.68,5.68,5.68,90.0,90.0,90.0,224,6
1010127,6.06,6.06,6.06,90.0,90.0,90.0,224,6
1010128,8.055,8.055,8.055,90.0,90.0,90.0,227,6
1010129,8.05,8.05,8.05,90.0,90.0,90.0,227,6
1010130,8.35,8.35,8.35,90.0,90.0,90.0,227,6
1010131,8.515,8.515,8.515,90.0,90.0,90.0,227,6
1010133,6.4,6.4,6.4,90.0,90.0,90.0,208,6
1010134,5.41,5.41,5.41,90.0,90.0,90.0,224,6
1010142,4.85,4.85,6.6,90.0,90.0,90.0,82,3
1010143,4.9,4.9,6.64,90.0,90.0,90.0,82,3
1010145,10.45,10.45,10.45,90.0,90.0,90.0,225,6
1010146,5.861,5.861,5.861,90.0,90.0,90.0,216,6
1010147,10.15,12.07,4.31,90.0,90.0,90.0,19,2
1010148,4.52,4.52,4.52,90.0,90.0,90.0,225,6
1010149,5.72,5.72,5.72,90.0,90.0,90.0,224,6
1010150,5.63,5.63,5.63,90.0,90.0,90.0,224,6
1010152,6.126,6.126,6.126,90.0,90.0,90.0,216,6
1010153,8.12,8.12,7.91,90.0,90.0,90.0,134,3
1010154,8.18,8.18,8.18,90.0,90.0,90.0,205,6
1010156,10.2,10.2,10.2,90.0,90.0,90.0,227,6
1010157,10.46,10.46,10.46,90.0,90.0,90.0,227,6
1010159,10.06,8.24,7.46,90.0,90.0,90.0,63,2
1010160,3.84,3.84,12.03,90.0,90.0,90.0,139,3
1010161,3.877,3.877,12.13,90.0,90.0,90.0,139,3
1010162,3.876,3.876,12.47,90.0,90.0,90.0,139,3
1010163,3.925,3.925,12.55,90.0,90.0,90.0,139,3
1010164,3.943,3.943,12.62,90.0,90.0,90.0,139,3
1010165,3.941,3.941,13.19,90.0,90.0,90.0,139,3
1010166,3.99,3.99,13.31,90.0,90.0,90.0,139,3
1010167,3.807,3.807,3.807,90.0,90.0,90.0,221,6
1010168,3.18,3.18,5.166,90.0,90.0,120.0,186,5
1010169,3.533,3.533,5.693,90.0,90.0,120.0,186,5
1010170,8.6,8.6,8.6,90.0,90.0,90.0,220,6
1010175,10.099,10.099,10.099,90.0,90.0,90.0,225,6
1010176,10.347,10.347,10.347,90.0,90.0,90.0,225,6
1010177,9.97,9.97,9.97,90.0,90.0,90.0,225,6
1010179,10.195,10.195,10.195,90.0,90.0,90.0,225,6
1010180,10.416,10.416,10.416,90.0,90.0,90.0,225,6
1010182,9.884,9.884,9.884,90.0,90.0,90.0,225,6
1010183,10.192,10.192,10.192,90.0,90.0,90.0,225,6
1010184,9.755,9.755,9.755,90.0,90.0,90.0,225,6
1010186,9.978,9.978,9.978,90.0,90.0,90.0,225,6
1010187,10.26,10.26,10.26,90.0,90.0,90.0,225,6
1010188,7.17,7.17,10.14,90.0,90.0,90.0,139,3
1010190,10.233,10.233,10.233,90.0,90.0,90.0,225,6
1010191,10.445,10.445,10.445,90.0,90.0,90.0,225,6
1010192,10.107,10.107,10.107,90.0,90.0,90.0,225,6
1010193,9.922,9.922,9.922,90.0,90.0,90.0,225,6
1010194,10.219,10.219,10.219,90.0,90.0,90.0,225,6
1010195,10.178,10.178,10.178,90.0,90.0,90.0,225,6
1010196,10.407,10.407,10.407,90.0,90.0,90.0,225,6
1010197,7.78,8.5,8.08,90.0,90.0,90.0,74,2
1010198,8.12,8.81,8.41,90.0,90.0,90.0,74,2
1010199,7.95,7.95,7.95,97.0,97.0,97.0,167,4
1010200,7.72,7.72,7.72,90.0,90.0,90.0,139,3
1010201,7.49,7.49,10.87,90.0,90.0,90.0,139,3
1010202,7.38,7.38,11.01,90.0,90.0,90.0,139,3
1010203,8.38,5.97,8.41,90.0,90.0,90.0,29,2
1010204,11.73,11.73,6.76,90.0,90.0,120.0,186,5
1010207,9.51,11.93,4.23,90.0,90.0,90.0,14,1
1010208,6.29,6.29,6.42,90.0,90.0,90.0,83,3
1010209,9.58,9.58,9.58,83.93,83.93,83.93,167,4
1010210,8.39,8.39,14.34,90.0,90.0,90.0,140,3
1010212,7.094,7.094,4.859,90.0,90.0,120.0,189,5
